GEOID20,Tot_2020_pres,D_2020_pres,R_2020_pres,Tot_2020_sen,D_2020_sen,R_2020_sen,Tot_2018_ag,D_2018_ag,R_2018_ag,Tot_2018_ltg,D_2018_ltg,R_2018_ltg,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2016_sen,D_2016_sen,R_2016_sen
16077772801,633,211,401,625,204,393,459,162,292,454,191,255,454,160,286,571,162,316,581,165,380
16077772803,911,258,618,904,257,600,587,175,401,590,203,379,591,184,393,810,196,499,812,188,575
16077772806,345,117,220,345,128,212,263,106,147,264,106,151,264,99,149,293,81,184,301,87,197
16077772802,782,245,519,774,251,497,561,168,381,563,213,337,571,195,359,710,205,414,710,183,489
16005052865,911,143,746,948,216,691,637,185,446,637,196,440,641,183,440,768,124,496,796,194,544
16005052966,756,228,503,767,234,498,616,245,369,632,271,366,641,261,367,690,211,394,679,217,422
16005052928,1130,574,494,1089,529,493,609,324,284,613,338,278,629,365,248,788,274,366,787,276,457
16005052904,881,450,396,865,453,363,629,385,242,637,419,211,644,419,211,737,340,291,732,362,324
16005052906,639,312,294,653,360,258,463,287,173,465,306,160,468,309,150,500,239,176,505,266,211
16005052843,784,279,485,787,302,442,546,287,259,543,308,235,549,297,226,594,226,267,602,250,315
16005052902,710,250,437,702,250,413,567,229,338,571,251,321,577,256,303,648,197,338,667,220,409
16005052861,636,76,547,641,92,515,377,73,295,384,80,295,395,71,296,447,51,283,455,79,338
16005052860,1183,865,289,1126,878,230,671,478,192,672,492,180,681,521,162,758,458,223,736,384,316
16077772804,294,30,253,297,32,247,205,22,180,205,23,179,208,20,178,264,16,173,265,27,201
16001011809,1893,1212,609,1890,1205,635,1456,861,594,1495,1035,461,1516,974,514,1554,807,514,1468,740,658
16001011919,1771,1407,329,1764,1350,370,1493,997,492,1515,1208,312,1543,1104,428,1469,1030,273,1422,962,409
16033333503,111,13,97,112,13,95,68,1,61,72,4,59,75,2,59,102,2,76,102,2,80
16005052842,545,218,311,544,210,314,387,195,192,399,209,186,402,212,183,472,164,221,480,164,286
16005052841,691,233,435,683,232,413,536,234,299,548,269,279,552,252,284,639,223,292,639,236,357
16005052932,402,218,166,386,217,154,349,204,142,358,233,125,365,235,126,461,209,178,461,203,234
16005052839,604,242,338,577,216,334,437,156,282,440,170,272,450,159,281,518,152,269,506,147,332
16077772805,109,4,105,110,4,104,94,2,93,96,4,92,95,2,92,112,3,93,112,3,96
16003039002,601,118,468,597,148,431,446,93,352,470,106,348,477,114,341,543,80,413,525,95,360
16003039001,247,43,204,237,38,194,195,31,152,197,43,146,200,38,149,215,31,175,204,41,136
16003039006,163,52,108,156,53,100,50,12,37,49,13,33,50,14,35,60,12,48,60,14,37
16003039005,918,251,640,914,256,616,664,205,450,675,251,411,687,270,405,798,197,501,783,197,537
16035357012,308,42,262,310,48,254,222,48,173,220,49,170,224,48,164,305,43,242,305,43,238
16035357010,28,3,25,28,3,24,25,4,21,25,4,20,25,4,21,21,3,16,21,2,16
16003039004,103,10,92,103,6,91,46,4,39,46,4,37,46,4,39,43,2,35,39,0,35
16035357001,535,115,403,531,115,401,364,97,267,365,116,249,374,112,248,514,91,364,495,95,373
16035357003,510,90,410,505,89,401,391,103,288,403,116,287,413,112,294,497,106,352,483,95,367
16033333501,112,11,99,110,11,93,86,5,71,87,17,67,92,19,67,103,17,67,102,6,86
16015158040,1328,306,1014,1322,324,956,816,178,613,822,209,597,837,214,591,915,128,690,893,159,612
16015158030,1458,360,1064,1447,357,1022,1076,262,805,1083,300,767,1100,310,763,1120,247,766,1108,264,738
16015158080,199,34,162,202,36,161,143,28,109,144,30,110,147,33,108,161,27,124,161,30,120
16015158060,205,63,129,213,78,118,114,30,83,116,30,86,114,34,79,171,15,140,169,34,105
16001012106,4231,1466,2622,4185,1420,2609,2539,804,1741,2627,1077,1553,2685,1018,1634,2748,783,1571,2626,706,1807
16001012003,2311,720,1535,2290,667,1557,1503,397,1102,1537,537,1000,1549,495,1047,1617,391,1000,1544,339,1136
16073732312,31,0,31,32,4,24,20,0,17,20,0,18,22,0,17,27,0,17,27,0,17
16073732311,150,125,23,134,110,19,60,44,11,65,51,11,65,53,10,39,26,11,40,26,12
16073732305,80,0,80,83,0,82,64,1,58,68,0,64,68,0,64,72,0,71,67,0,63
16073732302,1065,180,859,1060,181,834,687,135,541,680,150,527,704,141,541,779,116,606,774,124,584
16073732309,423,73,338,421,79,321,285,36,246,285,40,240,292,39,240,366,26,307,345,17,297
16015158050,753,236,485,743,252,446,478,134,346,486,170,320,498,168,310,562,121,365,559,149,358
16001012009,2599,993,1509,2578,999,1440,1853,684,1170,1890,838,1047,1922,838,1038,2113,639,1169,2038,641,1258
16005052908,498,233,228,496,275,193,318,201,119,321,210,105,321,213,100,385,172,139,382,194,170
16005052925,572,311,240,556,318,207,466,300,169,472,317,159,476,301,155,484,232,162,501,265,199
16005052867,592,135,447,601,145,432,487,138,353,491,160,333,499,125,357,577,94,362,602,187,377
16005052863,769,187,544,775,208,528,468,161,304,472,165,302,482,156,304,549,101,340,569,170,365
16001011715,2051,1185,775,2036,1220,720,1274,800,474,1300,895,401,1330,913,393,1311,640,469,1266,655,556
16001011606,1537,1146,333,1528,1158,339,1103,778,325,1128,900,235,1141,893,245,1110,684,284,1068,704,317
16001011709,1416,958,413,1403,945,417,1169,779,392,1191,881,291,1208,855,337,1167,692,307,1148,700,412
16001011615,2117,1308,725,2094,1318,679,1518,909,601,1551,1043,510,1595,1044,501,1548,765,542,1503,774,637
16001011916,1367,924,385,1345,902,396,953,637,317,976,721,256,984,702,273,912,547,258,903,551,315
16001011704,1227,853,320,1228,859,326,1010,654,359,1030,766,270,1059,738,294,1035,591,315,1020,619,352
16001012101,2229,680,1500,2221,648,1495,1673,460,1220,1706,609,1094,1719,564,1144,1981,454,1298,1896,414,1403
16001011910,2420,1861,485,2406,1774,567,1845,1260,584,1899,1522,375,1923,1386,517,1897,1331,350,1832,1237,554
16001011505,1356,577,736,1355,558,755,1026,426,598,1045,520,525,1053,480,552,1143,391,582,1065,387,621
16001011915,1598,1188,363,1586,1160,374,1250,936,312,1280,1058,218,1296,1055,221,1242,836,221,1195,857,291
16035357009,555,64,485,546,70,458,379,48,332,381,61,320,382,40,334,448,51,376,447,48,373
16035357006,124,11,113,125,16,100,71,9,61,68,10,60,73,4,65,81,2,76,81,2,76
16071713202,531,67,453,513,68,427,323,55,258,326,54,263,328,55,256,438,48,307,438,48,360
16071713203,628,86,527,615,83,494,366,58,314,369,62,310,387,54,309,514,54,364,519,63,409
16001012013,1415,567,800,1412,545,822,1113,370,738,1136,483,648,1145,458,676,1218,347,697,1145,309,768
16001012111,2833,1028,1713,2822,1006,1730,1491,519,968,1527,647,880,1545,625,910,1401,417,790,1355,406,869
16001012004,2368,898,1395,2358,881,1389,1453,485,968,1481,583,895,1501,562,917,1562,403,906,1485,398,988
16001011404,3333,704,2536,3305,703,2495,1815,441,1375,1823,501,1324,1853,486,1333,1867,316,1294,1735,318,1307
16001012115,2232,844,1306,2217,871,1226,1387,571,816,1413,638,779,1439,675,739,1620,450,887,1516,479,910
16001011714,1316,845,424,1315,864,410,1245,718,517,1285,857,422,1319,839,456,1287,604,517,1212,604,548
16001011412,1100,273,813,1103,271,809,696,177,516,701,212,486,710,202,496,613,137,400,606,132,442
16001011405,1993,510,1436,1979,497,1413,1425,349,1070,1449,428,1012,1469,425,1012,1494,329,993,1396,321,993
16001012008,2308,828,1401,2294,862,1329,1556,577,979,1589,705,880,1619,674,910,1845,493,1077,1774,516,1131
16001011407,1401,509,866,1391,499,863,950,298,649,965,386,580,989,363,614,1072,306,656,995,274,653
16001011802,1824,757,1000,1820,748,1008,1380,494,889,1406,634,766,1443,608,809,1556,491,808,1480,475,924
16073732310,190,22,165,193,26,161,231,32,195,231,32,192,236,32,189,251,29,192,239,26,192
16073732307,217,23,187,223,39,175,163,19,144,165,23,138,163,19,138,184,12,151,165,12,135
16073732306,368,33,325,366,39,317,330,53,278,333,57,273,338,59,266,373,41,307,365,52,258
16071713201,675,61,603,672,72,567,410,59,341,413,75,335,416,55,340,592,49,465,580,53,498
16071713204,433,26,397,435,22,386,263,16,223,263,18,224,266,10,226,364,10,288,360,14,318
16071713205,108,7,99,105,6,98,76,2,71,76,3,71,76,3,68,91,5,69,91,5,85
16029293208,366,50,313,364,53,299,243,18,211,243,27,209,243,18,210,320,5,242,331,25,287
16029293204,352,43,300,345,47,283,233,35,196,234,48,187,237,41,191,299,29,222,301,35,244
16063632606,41,1,40,40,0,38,27,0,27,27,0,27,27,0,23,39,0,32,39,0,31
16029293202,548,90,446,543,92,420,347,83,270,346,98,256,359,79,265,510,58,385,510,80,378
16029293201,641,67,562,638,71,536,404,54,352,407,75,348,407,66,348,554,30,399,568,66,481
16029293203,346,52,281,336,55,264,223,38,178,224,50,168,228,38,174,302,36,205,295,36,229
16029293205,423,23,386,236,10,214,302,28,254,302,28,253,312,26,254,394,0,324,391,10,349
16071713206,76,2,69,74,2,67,54,2,53,54,0,53,54,0,53,61,0,42,62,0,53
16063632603,404,101,292,403,96,284,285,68,218,290,77,209,294,74,207,337,74,235,339,63,247
16063632604,454,69,369,452,107,327,337,62,270,337,84,256,346,83,258,419,44,318,405,62,312
16075759005,1817,391,1382,1811,393,1352,1165,279,891,1169,333,843,1183,327,843,1439,286,1039,1413,259,1070
16075759003,836,173,647,833,202,595,594,157,432,594,182,399,599,197,391,670,136,475,659,157,467
16025252601,346,70,265,347,70,263,256,39,192,267,67,186,267,66,186,302,51,193,299,70,219
16025252602,328,79,242,328,86,225,254,52,200,259,79,179,261,74,179,270,41,199,260,41,199
16005052864,734,144,577,739,162,560,526,175,353,534,189,349,535,169,356,683,160,471,680,189,420
16005052923,620,297,299,620,325,270,409,212,200,423,235,189,432,212,205,473,179,200,468,205,235
16073732304,561,80,476,573,101,450,466,94,375,468,101,368,473,104,359,610,101,452,603,100,457
16017171018,421,106,302,415,100,301,290,76,215,293,79,215,299,76,218,344,79,226,342,79,240
16017177019,222,45,174,217,45,164,151,31,121,151,30,122,151,30,121,181,23,149,182,22,151
16017171006,583,146,423,576,150,398,397,129,265,397,136,257,400,134,257,476,116,323,470,122,323
16001011406,5179,1263,3811,5172,1137,3907,2963,634,2325,3007,823,2183,3026,736,2262,2476,541,1681,2335,452,1743
16001011402,1537,434,1071,1546,418,1090,1022,250,766,1039,338,705,1051,308,721,1238,291,794,1204,265,882
16001011418,2192,692,1449,2169,657,1447,1686,493,1196,1702,599,1101,1717,556,1134,1871,464,1213,1797,462,1229
16001011610,1939,950,894,1934,960,870,1472,680,792,1508,864,642,1551,835,691,1673,673,722,1581,661,823
16001011612,951,523,394,932,508,372,737,410,330,748,474,270,762,480,262,782,325,334,770,351,375
16001011911,1518,1218,260,1514,1203,277,1270,948,324,1314,1106,207,1329,1050,264,1272,955,189,1242,948,273
16001011913,1433,1181,230,1420,1156,241,1204,881,327,1249,1102,147,1247,997,226,1247,947,190,1190,870,279
16001011419,1476,516,910,1461,529,871,997,323,672,1004,407,602,1021,393,612,1150,320,677,1097,308,702
16001011920,955,623,314,958,609,332,687,391,292,712,502,207,712,450,259,770,467,234,757,407,329
16001011417,2239,646,1528,2220,659,1494,1366,410,956,1394,472,912,1420,482,913,1384,287,901,1340,300,972
16001011409,1434,561,834,1434,530,863,1141,383,762,1172,502,672,1186,443,736,1252,393,712,1178,355,784
16001011702,1527,802,665,1512,787,656,1189,564,621,1209,698,518,1228,698,511,1313,511,570,1244,532,633
16029293206,67,4,63,67,4,62,37,1,34,38,0,37,38,0,34,56,0,38,58,1,47
16029293209,43,1,42,40,2,37,32,0,32,32,0,32,33,0,33,40,0,37,37,0,33
16001011713,1711,939,701,1703,946,689,1344,663,679,1376,826,550,1384,749,610,1415,570,610,1383,593,721
16001012214,1250,292,924,1236,298,897,862,218,635,881,278,598,892,280,596,991,197,678,931,193,650
16001011805,2040,1413,562,2019,1401,572,1538,975,562,1577,1141,437,1610,1124,456,1510,854,459,1453,808,591
16001011901,3252,1426,1764,3243,1380,1775,1946,833,1113,1988,1030,960,2019,951,1041,1841,793,824,1779,769,930
16001011904,1619,796,787,1611,776,794,1200,560,641,1244,697,547,1261,664,581,1273,523,607,1197,507,621
16001011818,2171,1186,915,2153,1131,954,1493,740,760,1541,909,635,1579,863,678,1578,698,630,1481,633,792
16075759010,204,19,184,199,28,161,139,13,127,140,21,121,142,21,117,160,16,124,163,20,133
16013132603,517,107,394,518,97,392,516,113,396,521,142,373,531,138,375,630,91,433,643,99,500
16043433514,99,13,86,98,12,84,76,7,68,76,13,62,76,7,65,79,7,62,77,7,64
16043433502,648,89,548,646,86,527,502,68,427,502,92,409,504,85,398,590,68,433,588,76,475
16043433501,467,76,380,461,62,374,313,40,266,313,65,240,313,40,260,368,60,267,361,46,280
16043433504,165,17,145,163,17,143,120,9,102,120,17,97,120,10,100,121,8,97,121,8,99
16043433505,592,54,523,589,49,502,421,53,369,424,60,365,424,59,349,525,29,365,524,29,424
16073732308,95,5,90,91,4,79,90,6,82,93,1,89,93,1,84,95,6,90,93,6,74
16017171023,221,76,140,222,73,146,150,67,78,153,69,84,151,65,90,160,61,95,169,59,101
16017171020,380,142,235,383,130,244,300,88,199,306,96,198,309,97,200,336,98,205,339,86,239
16017171008,1233,337,873,1213,323,841,776,248,528,788,268,518,799,270,506,937,217,637,920,225,647
16075759008,1714,280,1406,1699,296,1348,1221,231,974,1231,256,958,1241,254,953,1381,202,1056,1375,231,1015
16075759002,2040,417,1577,2025,433,1515,1395,307,1087,1396,367,1031,1414,364,1030,1544,283,1146,1544,303,1144
16061616002,164,30,133,166,32,127,116,24,89,116,26,87,117,24,87,123,15,100,122,17,95
16061616001,372,82,278,369,84,269,293,69,213,295,93,198,299,79,211,353,79,229,353,58,286
16061616003,576,99,469,564,103,439,389,78,318,389,83,314,398,82,310,452,61,359,454,71,340
16061616004,353,58,289,349,65,268,246,37,212,245,53,191,246,53,191,302,37,240,307,37,244
16061616007,42,7,35,42,3,36,41,8,33,41,11,33,41,4,34,41,7,26,41,3,34
16061616005,312,59,248,307,54,247,240,39,199,242,52,189,246,49,197,274,41,214,272,32,213
16061616006,40,9,31,40,11,28,33,5,28,33,7,25,33,5,25,35,5,25,35,5,28
16061616008,11,5,6,11,5,6,7,4,3,7,4,3,7,4,3,7,2,4,6,1,5
16013132601,5,0,5,5,0,5,7,0,7,7,0,7,7,0,7,16,0,12,12,0,9
16013132606,611,382,217,618,359,244,351,215,133,360,246,108,355,227,118,361,201,126,341,165,163
16013132613,1147,838,279,1151,800,331,848,589,258,853,639,210,855,631,205,832,587,189,847,536,295
16013132609,822,647,153,823,649,154,646,494,150,654,554,100,662,548,109,645,452,155,632,412,204
16001012207,3111,704,2322,3085,727,2273,1759,350,1402,1777,476,1308,1811,473,1317,1759,250,1267,1666,265,1257
16001012205,1031,263,742,1026,263,729,723,173,552,738,212,526,751,206,534,772,155,524,708,162,512
16009095003,628,113,500,608,119,467,432,116,313,440,128,310,449,115,321,530,96,405,517,99,389
16009095009,982,156,812,966,174,764,667,135,530,672,140,530,688,137,546,820,118,658,813,112,665
16009095001,211,39,168,210,46,151,164,30,131,171,38,131,175,39,125,178,31,131,178,35,123
16037378008,204,130,70,199,123,62,148,82,62,150,101,49,149,95,49,169,98,55,175,95,73
16037378004,300,114,183,277,83,178,113,24,85,115,36,80,113,27,76,125,26,84,113,17,84
16037378002,296,31,260,291,45,236,282,38,241,289,41,249,295,56,225,290,25,237,286,26,213
16037378005,135,15,119,133,11,120,67,1,56,60,1,56,68,4,56,73,1,60,74,6,68
16063632601,744,208,512,739,220,483,574,168,405,574,225,331,597,216,365,680,202,411,680,186,466
16001011601,2301,1243,1018,2299,1184,1063,1875,834,1042,1904,1055,844,1917,918,974,1909,890,857,1831,788,976
16001011514,1228,526,665,1218,524,641,920,406,514,936,474,463,949,454,476,1007,340,508,955,327,578
16001012210,1718,468,1175,1696,520,1089,1140,373,761,1167,440,725,1201,449,715,1465,322,948,1391,312,975
16001011508,1496,720,732,1500,711,722,1172,527,640,1192,625,567,1217,606,589,1296,478,639,1222,482,659
16043433506,559,146,395,549,141,387,430,99,313,429,109,303,432,86,312,417,56,300,416,45,318
16067672702,1088,157,907,1089,162,888,615,87,533,615,108,509,617,101,509,828,93,614,806,109,616
16067672703,846,194,624,822,187,595,504,127,367,504,143,357,510,133,364,792,164,540,782,133,559
16001012206,2583,762,1742,2585,760,1730,1538,459,1080,1563,589,973,1588,565,994,1635,391,1021,1554,343,1126
16001012114,1884,747,1067,1875,749,1037,1359,555,810,1381,637,743,1405,653,720,1520,459,826,1509,510,913
16001012012,1562,685,811,1544,704,763,929,424,506,947,498,450,966,514,434,1063,321,597,1009,314,634
16001011609,1398,672,665,1397,663,685,1133,516,611,1148,625,521,1184,597,571,1241,452,608,1223,473,689
16001011413,4827,1603,3115,4813,1472,3173,2842,819,2013,2900,1038,1857,2934,964,1935,2786,722,1679,2653,630,1901
16001011414,3836,1110,2613,3829,1079,2618,1977,552,1422,2018,692,1321,2056,689,1334,2074,456,1280,1968,456,1401
16001011711,1061,720,296,1052,730,286,759,534,224,783,616,174,803,617,172,846,479,219,780,446,295
16001011810,1239,837,364,1235,815,383,1005,577,429,1033,721,311,1056,687,360,1058,603,337,1005,543,416
16001011902,1750,1123,575,1742,1027,683,1367,689,677,1393,907,481,1405,742,653,1370,759,470,1353,705,626
16037378009,467,112,345,468,125,319,379,93,290,380,97,288,380,115,250,469,76,338,464,76,330
16037378001,410,40,364,399,26,352,386,39,349,397,57,331,402,61,329,434,37,373,422,37,323
16059598006,1082,243,799,1061,235,775,797,189,604,805,238,577,839,247,556,1020,195,712,997,194,700
16059598005,1288,344,900,1265,335,872,1013,289,709,1024,335,676,1031,301,689,1205,254,840,1187,261,846
16059598004,314,53,259,322,65,253,203,21,180,205,24,179,203,21,179,254,20,215,252,19,205
16001012005,3015,1110,1807,2991,1049,1825,2024,673,1357,2073,829,1238,2103,824,1249,1982,542,1142,1841,490,1238
16001012001,1447,510,908,1446,478,921,937,295,641,961,375,587,974,350,614,1521,403,877,1437,358,1003
16001012011,2121,905,1152,2089,896,1120,1347,500,844,1390,650,735,1415,644,756,1456,424,791,1374,388,915
16001011707,1304,878,378,1309,882,391,986,667,322,1007,794,217,1025,765,256,986,557,270,942,572,336
16001011914,1230,1010,176,1233,1006,200,1017,777,229,1049,906,143,1056,870,177,1070,777,165,1023,768,227
16001011403,527,149,367,530,143,374,492,122,372,502,161,338,507,148,345,480,121,287,461,110,337
16001011410,1644,724,891,1630,695,881,1147,527,624,1169,623,547,1184,588,584,1280,471,647,1246,472,705
16001011416,2408,860,1516,2401,743,1597,1637,450,1187,1661,587,1078,1662,494,1153,1607,449,1007,1576,394,1140
16001011411,2071,768,1244,2064,748,1234,1319,473,851,1352,597,755,1370,546,803,1415,448,802,1335,420,839
16001012211,1947,415,1458,1926,471,1389,1198,295,890,1216,355,852,1235,347,851,1451,238,1042,1344,241,993
16013132608,942,713,201,939,709,206,606,420,191,609,469,142,614,468,140,624,423,151,621,386,213
16013132616,1141,845,279,1147,813,311,975,736,234,978,801,180,1002,810,179,1020,746,183,992,664,309
16009095002,452,83,359,443,79,347,316,65,250,318,71,246,323,60,256,377,60,285,375,59,291
16009095011,657,126,512,630,133,473,452,113,332,457,128,328,469,110,347,555,101,402,546,102,400
16009095005,337,66,266,326,71,240,221,53,170,222,56,162,228,62,159,260,30,210,262,43,192
16009095004,222,20,195,219,27,176,171,36,130,177,37,134,177,37,132,188,23,146,181,30,129
16079797011,115,14,100,113,14,92,88,3,68,88,4,68,88,5,68,101,5,88,103,5,88
16055553028,2754,614,2060,2708,571,2000,1246,320,919,1247,348,900,1254,352,885,2031,355,1460,1997,356,1555
16079797009,1048,239,793,1028,255,738,653,213,427,653,213,426,669,224,424,864,201,588,856,204,627
16079797001,127,26,100,121,24,95,109,20,86,109,23,84,111,17,88,117,24,88,109,17,86
16079797006,1192,368,787,1177,394,735,852,351,494,867,381,483,884,381,483,1058,311,632,1072,326,696
16035357014,176,42,131,181,51,122,102,19,80,100,15,82,100,10,84,112,21,82,107,19,82
16003039003,554,117,429,554,124,396,435,101,324,435,96,330,446,105,310,498,75,371,498,92,346
16083832507,789,123,642,804,146,626,564,121,439,567,160,406,564,127,417,664,95,483,660,103,504
16057575028,524,74,444,556,112,427,362,101,265,362,108,256,372,116,255,443,90,317,443,90,343
16057575029,1218,403,774,1275,467,771,1027,380,649,1028,426,608,1039,425,611,1152,417,593,1160,381,743
16057575019,1100,252,836,1153,315,825,204,168,29,657,193,460,676,192,468,763,167,531,767,175,545
16057575024,413,120,285,422,119,294,312,110,201,308,125,177,309,122,176,333,92,206,338,99,226
16057575021,1032,393,609,1081,434,602,706,218,481,705,286,429,719,286,435,786,216,484,784,214,566
16057575026,303,74,218,316,86,217,234,55,175,222,60,166,234,69,159,255,63,167,259,63,184
16035357004,418,90,311,411,89,311,279,66,215,284,76,210,285,77,207,339,40,279,328,43,277
16035357002,485,78,402,492,86,396,365,87,272,369,99,266,377,99,266,453,87,332,440,86,328
16035357011,272,73,196,265,72,184,209,59,149,210,59,150,213,59,150,247,59,169,245,61,171
16031312716,309,42,262,306,41,249,205,29,176,204,41,166,204,35,162,255,15,205,254,21,201
16031312706,675,164,488,672,171,461,416,121,294,420,136,286,421,128,280,615,136,394,616,127,443
16031312723,592,77,497,583,89,464,379,57,326,381,73,305,389,63,313,469,41,351,469,45,367
16031312725,205,67,130,203,67,123,118,51,69,120,52,62,121,52,58,173,49,104,175,43,111
16031312701,296,96,187,290,96,178,162,70,91,165,73,82,165,73,78,234,65,141,234,60,155
16031312702,366,83,275,358,74,257,211,43,165,210,53,155,215,50,158,319,67,202,313,64,229
16031312721,695,83,599,693,94,572,475,60,417,480,81,400,481,72,398,636,68,485,627,61,493
16035357008,186,20,163,182,16,163,146,18,134,146,22,121,146,14,122,176,19,146,167,22,134
16035357013,217,81,128,212,67,130,116,34,77,116,38,77,116,34,77,99,34,55,101,32,74
16031312719,323,38,276,321,35,268,209,7,199,209,15,185,209,11,185,278,23,222,281,15,243
16031312718,61,8,53,59,8,48,36,1,34,36,3,29,36,1,29,57,7,29,54,3,39
16031312711,108,7,99,108,8,97,69,0,69,69,4,63,78,7,64,98,4,78,97,1,83
16083832302,788,120,661,783,122,626,585,101,481,593,119,470,599,119,456,741,85,583,741,115,559
16083832504,674,170,486,681,222,427,405,106,301,407,134,270,407,124,266,577,121,382,576,144,378
16083832506,1018,160,831,1028,207,779,630,125,511,631,158,473,650,144,478,763,128,561,774,143,552
16083832304,547,136,400,537,138,374,320,68,250,318,84,233,324,84,233,397,52,297,397,83,273
16013132610,935,715,200,933,699,217,674,445,219,689,504,182,702,517,179,751,488,193,740,460,278
16023233503,183,8,175,186,10,170,119,1,117,121,2,117,124,1,120,157,1,143,152,2,136
16037378007,253,46,202,251,47,195,215,73,136,215,83,133,216,74,134,289,81,181,294,81,182
16037378003,430,46,378,448,79,344,379,77,304,384,104,280,383,81,279,428,52,331,425,61,315
16013132604,1035,718,302,1037,694,326,568,373,192,572,426,151,568,399,162,572,348,180,576,302,278
16065653417,240,8,231,243,8,224,150,10,131,148,14,128,148,11,125,193,3,153,199,9,168
16065653406,1060,139,891,1070,126,898,663,69,582,671,131,540,670,86,554,955,54,610,957,82,809
16065653416,1189,271,873,1169,206,893,851,131,719,866,186,671,878,185,648,1281,148,643,1259,149,1031
