GEOID20,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2018_sen,D_2018_sen,R_2018_sen,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2020_sen,D_2020_sen,R_2020_sen,Tot_2020_pres,D_2020_pres,R_2020_pres
23005027025,77,43,26,63,2,24,63,29,30,57,27,29,57,38,19
23005086025,9932,4345,4869,8383,776,3131,8337,3685,4182,11523,4672,6138,11522,5844,5292
23005011125,2107,826,1119,1724,171,738,1714,702,894,2295,826,1316,2311,1047,1187
23031646756,1487,895,493,1241,144,313,1243,760,418,1901,953,828,1897,1171,672
23031080530,3898,1385,2193,3115,259,1387,3086,1135,1740,4510,1486,2714,4506,1881,2477
23031646754,1851,1099,660,1671,111,481,1684,981,630,1816,916,791,1830,1127,648
2302137095,19,9,9,22,0,10,23,8,13,12,2,10,12,3,9
2302166950,385,103,258,323,21,191,325,98,212,427,81,321,430,118,306
2302106400,88,25,60,92,6,53,89,27,60,118,32,82,117,41,76
2300911265,584,332,205,458,49,111,453,298,141,500,290,180,503,350,136
2300917145,1208,690,454,1050,93,306,1054,652,357,1337,664,591,1333,815,497
2300957920,791,449,280,720,89,209,710,426,249,854,376,384,851,517,307
2300938180,1082,485,517,975,99,398,967,462,436,1208,488,640,1219,623,577
2300920405,41,10,26,30,3,17,30,12,16,52,18,29,52,22,30
2300975455,250,103,122,210,19,103,206,84,108,265,97,154,267,133,129
2300930970,1296,511,679,1098,87,490,1092,472,566,1468,488,879,1481,666,780
2300902165,70,16,45,52,4,29,55,17,34,68,21,42,67,27,39
2300943430,286,92,165,233,26,126,237,91,132,308,85,204,311,114,191
2302524320,3285,1261,1748,2590,215,1127,2575,1185,1239,3409,1123,2006,3410,1443,1849
2300974965,653,287,301,564,55,225,557,276,248,720,279,392,729,358,349
2300928450,1023,413,560,913,81,419,899,405,455,1121,383,685,1122,482,613
2300969750,203,100,87,179,9,75,178,89,81,189,73,103,190,90,94
2302941610,782,377,360,706,87,250,694,413,243,891,355,487,888,462,407
2302957082,259,186,59,143,35,25,141,77,34,264,159,92,265,193,69
2302909585,1455,579,764,1163,91,451,1125,491,547,1519,473,976,1525,633,858
2302931530,481,130,323,383,39,216,378,127,231,542,137,380,541,170,364
23027077625,559,218,289,449,47,210,449,197,226,592,174,379,597,236,341
2302975770,37,13,22,32,1,16,32,13,18,31,11,19,32,13,18
2301587075,2183,871,1166,1860,143,749,1832,801,905,2336,873,1301,2330,1126,1115
2301546335,57,40,6,60,12,3,61,45,7,63,44,7,63,52,7
2302517285,24,5,19,19,0,15,17,4,13,24,3,20,24,5,19
2302542660,2230,820,1264,1859,130,833,1844,771,954,2393,676,1515,2395,938,1414
2302531740,874,224,601,680,48,372,671,209,411,896,195,653,903,269,611
2302514555,716,253,411,578,44,291,580,242,317,786,216,508,778,286,472
2302902970,120,48,66,86,10,33,84,41,38,112,40,71,112,42,68
2300724775,3867,1996,1486,3300,514,949,3228,2032,1138,3936,1773,1835,3936,2249,1545
2300749520,429,131,257,364,28,179,354,139,192,461,106,305,466,156,294
2300734820,461,191,234,409,35,140,414,224,168,510,182,280,507,234,254
2300714205,96,38,44,82,8,24,81,39,32,111,34,64,111,60,44
23023006365,1844,883,805,1667,121,568,1650,875,680,2078,939,970,2082,1135,858
2300774825,575,175,350,487,23,226,481,191,265,622,142,436,625,206,401
2300719865,416,141,236,353,21,149,355,155,180,448,135,287,450,172,266
2300785850,2166,879,1068,1778,143,679,1852,892,845,2162,775,1255,2171,979,1110
2300751400,12,5,6,11,0,5,9,3,6,12,3,8,14,6,8
2300724005,396,132,216,341,28,150,334,132,174,440,132,271,436,169,248
2300749345,915,313,499,790,63,323,787,359,374,962,286,571,961,395,529
2302108325,602,213,333,470,39,228,462,201,229,682,199,426,687,249,407
23001060020,3209,1255,1688,2742,212,1269,2721,1086,1430,3523,1168,2165,3538,1529,1910
2301376365,1475,792,582,1285,138,393,1267,685,506,1678,712,824,1677,970,666
2301365130,895,449,384,1506,149,448,1494,873,546,1842,923,807,1828,1120,665
2301344165,51,33,18,46,5,9,45,28,11,51,23,25,50,36,14
23001387401,2489,1529,805,2054,464,489,2073,1382,563,2220,1297,790,2238,1482,683
2301380425,924,326,508,791,68,355,777,325,402,991,321,589,993,419,541
2300737025,650,248,334,583,41,217,568,265,268,739,273,412,738,340,367
23005605452,4496,2942,1322,4047,519,908,4012,2638,1200,4697,2690,1681,4694,3278,1284
23005010180,6422,4518,1596,5681,558,1125,5676,3967,1516,7032,4515,2161,7001,5406,1465
2300770760,30,15,13,22,1,9,23,11,11,33,14,17,33,19,12
23005028240,9747,5038,3953,8518,992,2973,8882,4063,4428,11226,5199,5376,11192,6528,4286
23005061945,2831,1274,1384,2524,195,1008,2531,1124,1274,3162,1257,1713,3163,1606,1475
23005605451,2821,2028,611,2425,490,405,2438,1793,560,3427,2221,913,3410,2622,693
23005605411,3502,2909,382,3180,777,245,3156,2737,332,3460,2411,505,3508,3038,361
23005031390,3405,1897,1319,3224,190,977,3160,1799,1212,3928,1972,1746,3914,2404,1426
2301927190,558,168,345,456,35,246,442,146,271,606,136,422,608,179,410
2301945670,1596,721,743,1300,133,496,1286,632,575,1706,606,983,1705,795,845
2301919868,153,70,70,131,10,54,130,63,62,168,57,101,168,78,86
2301959950,727,186,485,540,28,301,520,160,332,749,163,545,748,232,506
2301901115,466,154,274,365,13,170,365,134,215,479,119,334,479,171,294
2301937075,70,16,53,49,1,35,48,7,39,67,2,61,67,8,59
2301957045,216,37,165,174,6,104,175,49,118,222,37,169,225,56,165
2301922710,74,26,47,67,2,35,67,24,41,106,22,74,105,36,66
2301938705,1558,428,1027,1149,70,689,1176,360,755,1665,348,1237,1673,482,1152
2301938530,519,138,359,389,15,230,397,116,260,508,105,375,511,142,351
2301921030,923,375,494,772,49,318,770,364,367,953,300,603,955,373,566
2301923865,639,200,386,530,29,290,524,177,323,726,185,515,729,218,496
23005053860,2588,1506,924,2427,257,706,2412,1371,938,3002,1507,1306,2984,1882,1020
23005007170,2946,1234,1477,2576,251,1050,2576,1164,1225,3281,1362,1735,3292,1674,1532
2301947560,100,23,71,90,7,40,90,31,43,122,24,91,122,39,81
23031004720,3920,1552,2090,3045,439,1276,3006,1302,1518,4381,1669,2454,4399,2020,2234
23031050325,2829,1175,1422,2295,270,964,2272,987,1148,3124,1183,1784,3132,1481,1561
23031033665,2574,1024,1332,2248,155,947,2239,817,1312,2929,1000,1758,2914,1282,1539
23031039405,2045,703,1197,1643,147,774,1639,565,989,2315,683,1473,2312,865,1360
23005605413,843,705,107,737,148,68,733,606,109,1949,1610,186,1925,1763,133
23005821054,1746,997,590,1486,270,349,1477,914,485,2227,1180,869,2234,1454,713
23005719901,3261,2440,674,2855,437,418,2853,2151,580,2988,1904,801,3077,2436,560
23005073670,5419,2162,2879,4582,415,1940,4603,1829,2531,6112,2233,3550,6099,2850,3085
23005821055,2304,1238,940,2059,245,580,2075,1138,839,2154,1146,841,2162,1412,690
2300765655,91,45,40,88,14,26,87,46,40,104,50,49,103,66,36
2300758445,530,195,290,438,39,174,429,196,209,555,172,344,560,217,324
2300782235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302569505,592,235,317,483,44,225,475,226,231,531,133,305,530,207,309
2300947630,1397,925,390,1285,156,278,1285,886,348,1513,898,507,1500,1077,382
2300977415,858,401,397,768,96,293,755,366,339,995,384,534,993,514,452
2300972865,1103,652,401,968,124,289,969,597,328,1136,591,450,1146,736,382
23011061700,987,430,476,806,67,306,820,386,375,1043,383,601,1035,472,534
23011027085,3066,1458,1364,2591,246,875,2584,1370,1037,3303,1405,1684,3301,1712,1474
23011000590,1121,325,702,922,63,482,917,292,558,1196,283,842,1200,381,786
23011078190,23,7,15,19,1,10,20,7,12,24,6,17,25,8,17
2301372585,1645,938,622,734,91,224,755,415,304,1003,474,474,1003,580,404
2301326805,744,273,426,643,47,303,636,270,338,805,244,526,803,312,478
23005719905,2474,1533,784,2006,394,461,1992,1293,586,3837,2530,1012,3803,2883,830
2302505000,526,193,303,435,38,185,430,181,222,580,135,391,583,217,350
2302531355,474,155,294,376,21,200,380,123,229,483,116,337,490,153,327
2302573845,342,123,182,289,19,125,285,131,132,380,97,240,383,138,238
2302559705,49,11,33,41,0,20,41,17,21,54,5,42,53,12,40
2300905700,1788,1097,561,1634,202,438,1631,1043,504,1992,1096,754,1994,1324,626
2302547140,115,15,94,83,2,58,85,15,66,122,10,107,124,13,107
2302549205,430,154,226,370,32,156,364,161,173,489,146,292,484,187,267
2302509935,1122,365,648,841,71,410,831,307,472,1158,299,760,1161,388,751
2300955505,1383,628,652,1156,116,451,1158,558,516,1435,543,793,1433,698,695
23027037585,447,132,282,377,34,193,369,125,220,482,112,323,480,149,316
23011080880,807,428,322,719,56,237,717,388,290,879,408,411,875,511,344
2302916410,275,72,183,214,12,114,213,60,134,319,52,246,320,74,238
23011024670,1680,780,763,1410,100,516,1409,680,631,1758,721,919,1751,913,770
23011021003,2319,1043,1090,1862,131,732,1861,874,873,2768,1129,1395,2693,1346,1244
2301506855,497,284,194,453,39,133,451,269,159,569,300,225,567,371,185
23027046475,546,249,247,510,68,182,515,281,213,608,235,291,606,311,267
2301549660,1152,553,519,1037,91,376,1035,512,471,1325,596,655,1319,737,560
23027039755,1528,891,511,1393,160,387,1375,838,471,1667,875,668,1666,1070,552
23027061210,406,158,224,320,18,138,318,132,170,429,138,256,426,172,243
2302913820,294,83,190,239,14,130,240,88,139,335,86,235,337,120,205
2302958165,461,172,267,396,37,160,396,178,193,475,154,302,473,208,259
23027039505,816,368,390,621,59,238,614,327,256,806,319,424,800,406,377
23027009270,669,215,405,514,34,252,506,212,276,644,192,405,648,237,390
23027056450,863,311,468,763,47,342,761,284,433,951,293,593,944,385,538
2302943640,307,102,185,241,16,114,242,105,132,318,61,239,318,103,209
2302913610,10,2,8,10,0,6,8,2,6,11,2,9,12,3,9
2302976895,107,18,84,87,2,53,89,15,67,109,15,87,109,21,88
2302957090,244,163,47,154,41,15,145,82,29,235,156,65,237,198,35
2302903810,33,10,21,29,0,19,29,10,19,46,7,35,46,12,32
23011078745,2414,912,1338,2011,143,925,2078,836,1103,2567,843,1578,2569,1087,1397
23011021002,2157,1137,854,1882,167,581,1847,1055,686,2050,941,988,2094,1209,823
23027026420,427,173,209,374,38,156,374,167,178,467,170,248,472,203,237
23027007870,568,209,299,495,51,228,492,205,272,597,193,357,597,249,318
23011046405,2357,872,1273,2030,127,909,2024,821,1043,2591,869,1567,2595,1091,1400
2300325755,2123,994,999,1631,156,459,1650,808,741,2272,816,1343,2279,1079,1143
2301774685,214,98,98,188,22,52,192,114,71,255,105,133,254,127,121
2301709550,89,29,52,83,7,48,84,27,50,92,26,62,92,31,58
2301938005,59,18,32,56,1,29,54,17,30,68,22,41,69,29,38
2301704825,1622,841,661,1416,113,456,1395,743,549,1794,804,887,1795,990,731
23031646751,1600,841,671,1349,118,422,1342,703,560,1751,883,760,1753,1083,617
2302914100,93,33,55,88,6,48,91,33,54,97,24,69,96,33,60
2302985290,109,41,56,89,12,37,88,39,40,130,42,80,131,56,70
2302961035,429,103,286,299,14,163,302,94,185,406,80,306,406,103,295
2302903670,279,114,141,212,17,103,213,83,125,294,92,194,294,99,191
23001040770,1443,555,729,1070,117,410,1054,495,467,1402,464,841,1401,546,811
2302945600,672,268,362,508,41,198,510,241,241,731,254,436,736,330,392
23001387402,3080,1332,1521,2598,204,1050,2584,1103,1299,3064,1160,1743,3079,1496,1489
2301708710,1076,374,620,905,73,415,904,260,421,1097,349,697,1105,441,638
2301760405,800,272,463,651,66,298,658,229,383,879,257,548,880,332,522
2301729710,460,215,211,399,51,147,393,181,183,535,218,282,537,281,243
2301731670,640,208,379,532,31,249,529,157,258,723,219,459,728,281,429
2301985230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301363660,2290,1393,741,2104,220,543,2061,1291,676,2545,1390,999,2551,1712,778
2302170655,289,85,184,269,19,141,271,86,162,286,69,200,287,87,196
2302146020,1061,353,633,813,64,382,791,323,421,1116,295,752,1120,377,709
23031646755,1524,875,549,1270,172,358,1292,734,486,1918,962,835,1921,1185,677
2301933490,2000,725,1125,1756,94,836,1741,667,995,2138,659,1360,2137,880,1203
2301978015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300315395,146,33,102,109,4,64,112,26,75,161,23,126,164,39,120
2300348960,335,98,224,294,17,149,291,88,188,372,78,281,374,116,254
2301948505,936,331,547,816,42,409,809,295,477,1004,277,673,999,370,600
2301944270,353,106,222,277,15,137,285,100,161,342,87,243,341,106,224
2302130095,680,224,402,543,38,245,533,214,288,719,188,478,720,248,458
2301974055,712,208,434,576,36,320,575,183,370,771,168,563,768,219,525
23005048820,3271,1362,1660,2910,214,1313,2891,1259,1466,3630,1388,2025,3623,1738,1761
23001387406,2860,1065,1572,2442,187,1109,2398,944,1297,2908,931,1819,2852,1188,1572
2301986305,194,36,151,151,8,81,154,49,99,203,39,153,208,61,145
2301981055,32,5,26,28,2,16,31,10,15,38,7,28,42,9,33
23005821051,1875,1014,713,1617,234,463,1600,896,616,2279,1209,890,2279,1487,729
2301937760,363,113,237,240,32,118,239,98,119,357,92,244,360,102,249
2300387215,665,233,393,528,28,220,522,192,283,667,163,479,666,242,410
2300327855,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1
2300312000,280,100,156,224,9,76,220,76,124,279,72,193,280,98,177
2300379270,142,41,86,108,0,47,109,35,65,145,37,98,143,54,79
2300332195,49,11,33,50,2,29,50,10,36,62,9,48,63,12,50
2300342450,44,14,27,29,3,19,29,9,19,43,8,32,43,12,30
2300330690,101,48,52,84,1,39,85,34,47,109,28,77,110,49,61
2300354385,383,103,255,288,15,142,288,97,175,404,79,305,410,112,287
2301906680,807,338,412,669,71,265,668,317,301,894,286,570,892,382,486
2300301710,609,210,348,452,21,184,442,150,251,608,147,423,618,233,377
2300380285,828,286,483,587,36,244,586,218,308,822,204,569,820,281,519
2300339965,468,89,359,349,9,204,341,59,251,502,62,425,510,94,412
2300355435,84,13,69,64,2,37,65,20,43,87,22,60,90,22,68
2300360300,251,89,153,209,9,87,203,72,111,270,61,197,266,100,160
2300307065,310,86,202,232,15,104,233,66,153,292,53,231,294,78,215
2300300800,161,70,85,121,11,47,121,59,57,165,67,90,170,75,95
23031048750,846,287,502,716,64,334,725,269,402,968,282,610,968,366,576
2300335065,401,124,250,323,14,149,325,115,183,452,97,329,452,133,307
2300928975,39,14,21,35,1,20,35,13,22,42,14,26,41,17,24
2300953620,2,1,1,2,0,1,1,0,1,1,0,1,2,1,1
2300955890,429,138,261,383,24,214,378,113,252,487,111,359,487,155,324
2300986655,300,114,153,280,22,130,280,118,151,328,117,193,331,147,179
2300914905,152,101,41,133,19,30,135,92,34,141,71,52,139,96,36
23011079025,386,158,195,355,32,116,356,193,150,405,145,217,408,188,209
2302900380,668,212,410,545,30,273,546,222,298,707,198,466,710,238,452
2302501885,482,161,276,376,24,179,377,155,205,506,115,346,513,169,333
2302900660,306,81,208,237,15,131,236,74,154,309,72,222,310,74,225
23023058515,1409,622,693,1309,98,469,1285,626,594,1583,653,849,1579,802,747
2300716165,205,91,92,181,21,58,181,93,80,213,82,122,210,99,104
23005066775,1116,425,601,915,89,424,928,358,530,1285,438,769,1285,535,721
2300781300,276,110,148,271,17,114,271,124,123,304,115,169,301,151,144
2301378115,1344,587,666,1209,108,518,1230,538,619,1569,554,905,1570,734,788
2301333840,1028,542,419,938,105,302,937,533,358,1121,536,487,1125,660,444
2302103740,82,30,48,81,4,30,78,29,46,96,32,60,98,49,49
2301934190,677,250,388,501,35,230,496,202,273,636,189,413,646,223,391
23005605442,2989,2058,795,2564,424,457,2540,1778,648,3676,2422,978,3659,2835,756
2300702235,242,77,146,196,7,93,195,69,109,261,75,171,264,97,164
23005821053,1862,1033,704,1560,206,453,1553,860,584,2284,1211,892,2281,1487,730
23023081930,1212,577,563,1104,75,377,1117,555,493,1409,588,758,1402,745,631
2301379130,768,452,250,691,87,150,676,435,200,840,452,345,844,537,288
2300975280,986,494,419,902,96,321,900,500,361,1107,477,546,1098,602,465
2302569155,608,246,320,511,32,214,515,240,257,639,203,384,631,272,343
2302507380,48,12,32,38,3,17,36,13,19,49,10,34,49,16,29
2302547455,255,89,155,197,12,100,201,78,113,281,59,202,281,75,200
2301571955,422,220,179,408,19,128,408,207,178,498,223,259,494,309,173
2300977345,927,481,382,838,117,256,819,454,319,1047,473,485,1050,596,423
2300907800,565,349,177,533,74,142,536,353,165,635,355,232,629,431,189
2302912175,177,51,114,167,7,87,162,63,91,220,49,159,217,69,145
23011030550,1601,1102,375,1489,157,301,1473,1051,361,1797,1053,576,1796,1291,446
2301774510,173,78,89,161,12,61,158,66,82,185,71,106,186,84,102
2302912455,627,202,367,503,45,253,508,197,282,644,161,448,647,214,418
2302979375,51,12,34,37,3,23,38,10,25,50,13,35,51,18,33
23001020603,2274,952,1129,1935,139,784,1914,845,947,2234,884,1198,2226,1112,1046
2302978675,66,21,40,54,2,23,51,20,30,64,14,49,67,21,46
2301315780,864,375,441,742,62,307,735,344,359,969,343,574,966,429,521
2301309725,3405,2451,804,3268,356,584,3211,2354,747,3885,2541,1101,3871,2962,834
2301717740,1244,419,710,979,77,466,986,355,536,1305,358,852,1309,465,805
2301910670,1584,463,1021,1289,90,708,1284,433,785,1789,419,1263,1791,566,1186
2300348120,20,7,12,16,0,8,16,4,9,23,4,16,23,7,16
2300382770,247,86,146,199,16,87,197,72,110,270,64,187,268,93,174
23031646757,1284,738,447,1088,167,239,1092,705,316,1701,852,743,1698,1050,599
2301922535,1341,448,786,1128,74,583,1112,402,631,1459,370,1005,1464,508,905
2300328590,224,123,93,182,17,52,182,98,68,231,88,134,233,108,119
2301973600,191,35,148,145,3,86,142,35,101,205,22,170,209,38,169
2300327120,50,14,31,31,0,13,34,11,19,56,6,45,56,11,42
2300369260,145,38,99,118,11,72,120,42,73,154,28,119,158,47,111
2300358060,196,61,119,162,7,82,165,46,110,213,36,163,215,63,146
2300345180,133,37,82,90,5,44,91,30,57,135,22,106,136,43,91
2300333385,680,149,500,530,18,302,523,114,368,694,109,541,703,162,528
2302168140,145,43,93,121,2,66,123,36,78,132,21,109,133,34,96
23027026280,654,222,382,529,38,254,525,191,294,689,158,477,683,222,442
2301522675,810,426,322,712,59,229,707,379,297,894,434,414,895,515,349
2302511820,23,4,16,24,2,13,24,6,17,125,32,76,124,45,76
2300761875,156,51,97,136,13,67,138,50,85,147,47,95,146,58,86
2300735625,2515,1153,1186,2135,185,786,2119,1038,950,2680,986,1503,2683,1233,1378
2301356135,1004,500,432,879,93,306,887,453,393,1084,464,550,1072,590,455
23005031600,1460,573,762,1247,106,527,1228,526,608,1586,550,925,1584,749,798
23005821052,1980,1195,632,1761,340,355,1757,1164,496,2314,1227,900,2319,1512,737
2302181405,117,48,62,87,10,31,88,48,36,116,35,69,120,51,67
2302517460,405,148,228,318,38,151,319,136,161,435,111,295,439,153,277
23011043080,1627,752,771,1421,94,551,1428,662,708,1704,631,986,1701,841,812
23027076610,431,191,191,377,53,135,371,184,156,447,170,235,449,230,212
23027075525,770,288,405,687,69,317,685,280,361,832,257,510,831,343,455
2302951375,107,38,65,91,5,33,91,41,43,123,27,89,125,38,81
2302963940,168,91,72,153,9,47,148,90,51,184,85,98,184,102,80
2301746105,85,26,53,64,4,27,63,21,35,96,32,60,94,37,53
2300330725,49,8,37,30,3,16,30,11,18,47,13,34,46,11,34
2301906575,664,187,443,524,19,301,519,161,325,692,154,511,697,190,486
2301918580,24,3,20,20,0,17,21,4,17,18,3,14,19,5,13
2301927645,2546,941,1414,2052,158,982,2030,811,1098,2805,819,1838,2806,1120,1616
2301967160,34,15,19,30,3,10,30,14,16,41,11,30,41,22,19
2301973250,172,34,130,124,3,81,124,24,91,158,19,134,161,26,135
2301913365,508,171,294,395,27,207,395,146,227,534,128,363,535,189,325
2300362400,78,14,61,58,1,34,61,16,41,80,11,66,81,23,58
2300343990,128,44,79,90,5,34,89,30,50,124,25,94,122,34,85
2300357936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300346685,410,97,297,306,17,158,302,77,205,430,63,344,436,97,336
2300955855,41,14,26,37,6,25,39,12,27,43,5,35,44,10,31
2300775980,322,155,146,274,33,81,272,151,100,333,136,166,338,174,155
23005041067,173,110,52,157,12,28,160,105,50,190,104,78,192,134,53
2302137970,72,33,39,73,6,30,74,31,40,114,36,75,114,40,71
23031054980,890,569,287,847,149,213,849,542,272,1061,609,427,1067,739,312
2300710740,448,266,127,425,33,109,421,252,145,538,279,232,531,352,164
2301301465,853,396,397,748,92,268,757,393,314,924,371,459,921,483,408
2302510495,50,27,23,45,5,24,41,11,29,61,20,37,61,24,36
2302582840,49,15,31,42,3,22,43,20,20,54,16,35,53,21,30
23027079480,478,194,245,409,29,158,404,195,183,508,174,286,505,229,262
2300926595,32,7,23,21,1,10,24,6,15,33,11,22,31,12,19
2300315990,51,22,28,49,2,22,48,17,26,57,17,38,56,26,30
2300383540,49,24,24,49,4,14,49,23,22,55,19,32,55,30,24
2301960790,91,18,70,58,8,41,58,11,42,90,17,69,91,19,71
2301978780,1132,561,484,992,93,338,986,540,393,1229,500,651,1232,653,526
2300347175,26,1,24,22,0,16,21,1,19,26,0,26,28,2,26
2300974580,600,353,214,504,52,126,511,326,166,646,330,266,645,413,221
2300967300,738,400,288,675,80,214,674,395,242,845,417,372,849,516,322
2300712595,732,278,376,645,44,266,643,301,299,812,248,495,803,317,461
2300710915,284,91,139,206,20,110,230,90,119,311,68,222,314,89,215
23005060685,1060,561,422,1001,100,359,996,516,416,1219,540,588,1214,692,490
23023001570,341,224,98,330,34,66,324,226,85,376,209,132,376,263,104
2301315125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2301506120,1363,735,542,1214,91,381,1204,648,494,1410,654,702,1405,823,546
2301347962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301909200,188,41,131,145,9,80,148,48,93,207,36,158,207,57,145
2301934365,738,196,491,604,40,376,602,175,399,611,96,485,613,121,485
2300978925,311,123,164,280,24,115,274,120,134,351,115,212,352,160,182
2301584140,504,243,219,475,31,176,464,243,195,553,243,278,555,306,232
2300301220,119,29,82,93,10,53,92,28,62,124,24,95,124,27,96
2300311335,142,74,58,109,7,25,109,55,43,137,47,88,135,60,73
2300386865,133,53,73,101,7,36,101,38,56,126,43,76,126,50,72
2300349415,367,148,185,277,18,116,267,104,129,354,111,222,323,138,178
2302963275,322,115,183,271,16,102,270,114,141,353,108,231,355,129,222
2301944340,58,17,36,46,3,29,44,15,28,70,13,54,69,17,48
2300943578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300787680,30,10,17,36,4,13,35,19,14,39,19,18,39,21,15
2301731110,186,85,85,151,16,64,147,70,70,199,87,103,199,102,92
2302944760,98,30,62,89,5,50,90,29,55,105,21,80,103,28,70
23023058070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301532715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
